Time,Light
9800,46
9807,43
9814,43
9821,45
9828,40
9835,47
9842,41
9849,43
9856,41
9863,41
9870,43
9877,37
9884,44
9891,37
9898,41
9905,38
9912,39
9919,40
9926,35
9933,41
9940,34
9947,40
9954,35
9961,36
9968,36
9975,33
9982,37
9989,33
9996,36
10003,32
10010,33
10017,34
10024,31
10031,32
10038,28
10045,33
10052,30
10059,34
10066,30
10073,34
10080,31
10087,30
10094,29
10101,28
10108,30
10116,27
10123,29
10130,26
10137,29
10144,26
10151,29
10158,25
10165,29
10172,26
10179,27
10186,26
10193,24
10200,26
10207,25
10214,27
10221,24
10228,28
10235,25
10242,30
10250,24
10257,27
10264,28
10271,24
10278,27
10285,25
10292,28
10299,24
10306,28
10313,28
10320,33
10327,26
10334,28
10341,29
10348,28
10355,30
10362,24
10369,32
10377,27
10384,31
10391,30
10398,34
10405,29
10412,33
10419,32
10426,34
10433,34
10440,31
10447,35
10454,31
10461,38
10468,33
10475,40
10482,33
10489,40
10496,35
10503,39
10511,38
10518,36
10525,40
10532,36
10539,43
10546,35
10553,43
10560,37
10567,44
10574,40
10581,41
10588,41
10595,41
10602,44
10609,40
10616,46
10623,40
10630,46
10637,41
10644,46
10652,41
10659,46
10666,43
10673,45
10680,45
10687,45
10694,48
10701,43
10708,48
10715,41
10722,47
10729,43
10736,46
10743,43
10750,46
10757,46
10764,46
10771,46
10778,43
10786,50
10793,42
10800,48
10807,42
10814,47
10821,42
10828,45
10835,43
10842,44
10849,45
10856,43
10863,46
10870,39
10877,46
10884,38
10891,46
10898,40
10905,42
10913,40
10920,41
10927,41
10934,40
10941,39
10948,38
10955,43
10962,35
10969,42
10976,35
10983,41
10990,37
10997,39
11004,36
11011,37
11018,36
11025,33
11032,36
11040,33
11047,37
11054,31
11061,39
11068,32
11075,34
11082,31
11089,32
11096,31
11103,28
11110,32
11117,29
11124,32
11131,29
11138,34
11145,30
11152,31
11159,27
11166,28
11173,28
11181,26
11188,28
11195,25
11202,28
11209,25
11216,30
11223,25
11230,29
11237,26
11244,27
11251,27
11258,25
11265,26
11272,24
11279,26
11286,23
11293,29
11300,26
11307,28
11315,25
11322,28
11329,27
11336,26
11343,28
11350,24
11357,28
11364,28
11371,29
11378,27
11385,30
11392,27
11399,31
11406,29
11413,32
11420,29
11427,30
11435,32
11442,28
11449,34
11456,29
11463,35
11470,29
11477,38
11484,32
11491,35
11498,33
11505,34
11512,35
11519,33
11526,35
11533,31
11540,38
11547,32
11554,41
11561,35
11569,40
11576,37
11583,39
11590,39
11597,38
11604,40
11611,36
11618,43
11625,36
11632,44
11639,39
11646,42
11653,40
11660,42
11667,41
11674,42
11681,44
11688,41
11695,46
11702,42
11710,48
11717,40
11724,46
11731,41
11738,46
11745,46
11752,46
11759,47
11766,44
11773,47
11780,43
11787,47
11794,41
11801,48
11808,41
11815,47
11822,45
11829,46
11836,45
11844,44
11851,46
11858,43
11865,49
11872,41
11879,47
11886,41
11893,45
11900,42
11907,44
11914,42
11921,44
11928,43
11935,42
11942,44
11949,39
11956,47
11963,38
11971,44
11978,38
11985,42
11992,36
11999,35
12006,34
12013,31
12020,31
12027,27
12034,31
12041,26
12048,32
12055,26
12062,30
12069,23
12076,26
12083,26
12090,24
12098,25
12105,23
12112,25
12119,22
12126,28
12133,25
12140,31
12147,27
12154,30
12161,28
12168,28
12175,29
12182,26
12189,28
12196,26
12203,29
12210,25
12217,29
12224,25
12231,30
12239,27
12246,28
12253,27
12260,24
12267,25
12274,24
12281,28
12288,24
12295,27
12302,24
12309,30
12316,26
12323,25
12330,25
12337,24
12344,26
12351,24
12358,26
12365,23
12373,26
12380,25
12387,28
12394,26
12401,27
12408,26
12415,27
12422,25
12429,24
12436,27
12443,25
12450,30
12457,24
12464,32
12471,27
12478,32
12485,29
12492,30
12500,30
12507,29
12514,31
12521,27
12528,34
12535,30
12542,34
12549,30
12556,36
12563,32
12570,34
12577,33
12584,34
12591,36
12598,33
12605,37
12612,31
12619,42
12626,34
12634,41
12641,35
12648,40
12655,38
12662,39
12669,39
12676,38
12683,41
12690,36
12697,44
12704,38
12711,43
12718,39
12725,43
12732,40
12739,43
12746,41
12753,40
12760,44
12767,40
12774,46
12782,39
12789,46
12796,40
12803,45
12810,42
12817,44
12824,44
12831,43
12838,46
12845,42
12852,49
12859,40
12866,46
12873,40
12880,44
12887,42
12894,42
12901,42
12908,42
12916,42
12923,42
12930,45
12937,38
12944,46
12951,36
12958,45
12965,37
12972,44
12979,40
12986,40
12993,40
13000,40
13007,41
13014,38
13021,41
13028,36
13035,39
13042,34
13050,41
13057,36
13064,38
13071,36
13078,34
13085,36
13092,33
13099,37
13106,30
13113,36
13120,32
13127,37
13134,32
13141,33
13148,30
13155,30
13162,30
13169,28
13177,31
13184,27
13191,30
13198,27
13205,31
13212,26
13219,30
13226,27
13233,29
13240,28
13247,26
13254,26
13261,23
13268,29
13275,25
13282,29
13289,23
13296,28
13303,24
13311,24
13318,26
13325,23
13332,24
13339,22
13346,25
13353,23
13360,25
13367,24
13374,26
13381,24
13388,27
13395,24
13402,23
13409,25
13416,21
13423,27
13430,24
13437,26
13445,24
13452,28
13459,26
13466,28
13473,25
13480,27
13487,26
13494,25
13501,29
13508,25
13515,28
13522,27
13529,31
13536,27
13543,31
13550,29
13557,30
13564,29
13572,30
13579,32
13586,29
13593,35
13600,29
13607,35
13614,29
13621,37
13628,31
13635,36
13642,33
13649,36
13656,35
13663,35
13670,38
13677,34
13684,41
13691,34
13698,42
13705,36
13713,41
13720,36
13727,39
13734,40
13741,40
13748,41
13755,39
13762,45
13769,37
13776,44
13783,39
13790,44
13797,40
13804,42
13811,43
13818,43
13825,44
13832,41
13839,48
13846,39
13853,45
13861,40
13868,46
13875,42
13882,44
13889,42
13896,43
13903,44
13910,41
13917,45
13924,40
13931,46
13938,38
13945,44
13952,40
13959,45
13966,40
13973,42
13981,42
13988,40
13995,42
14002,39
14009,44
14016,38
14023,44
14030,36
14037,44
14044,39
14051,40
14058,38
14065,39
14072,39
14079,37
14086,41
14093,34
14100,39
14107,34
14115,40
14122,33
14129,38
14136,35
14143,35
14150,34
14157,33
14164,35
14171,28
14178,34
14185,28
14192,34
14199,30
14206,32
14213,31
14220,32
14227,28
14234,28
14241,29
14249,26
14256,31
14263,26
14270,31
14277,27
14284,31
14291,25
14298,28
14305,26
14312,26
14319,26
14326,22
14333,26
14340,25
14347,28
14354,24
14361,27
14368,24
14375,28
14382,24
14390,23
14397,23
14404,23
14411,26
14418,22
14425,25
14432,23
14439,27
14446,25
14453,28
14460,26
14467,26
14474,25
14481,23
14488,24
14495,23
14502,26
14509,23
14517,28
14524,25
14531,30
14538,26
14545,29
14552,27
14559,28
14566,28
14573,28
14580,31
14587,27
14594,33
14601,28
14608,35
14615,30
14622,35
14629,31
14636,33
14644,30
14651,32
14658,33
14665,29
14672,37
14679,30
14686,39
14693,33
14700,39
14707,34
14714,38
14721,37
14728,36
14735,39
14742,36
14749,42
14756,35
14763,42
14770,36
14777,42
14785,36
14792,40
14799,40
14806,42
14813,42
14820,41
14827,45
14834,39
14841,46
14848,38
14855,44
14862,41
14869,44
14876,41
14883,44
14890,44
14897,43
14904,45
14911,41
14918,47
14926,38
14933,46
14940,41
14947,45
14954,41
14961,44
14968,42
14975,42
14982,45
14989,42
14996,48
15003,40
15010,46
15017,39
15024,43
15031,40
15038,43
15045,40
15053,42
15060,42
15067,40
15074,43
15081,38
15088,45
15095,37
15102,43
15109,38
15116,42
15123,36
15130,39
15137,39
15144,36
15151,37
15158,34
15165,40
15172,32
15180,42
15187,34
15194,37
15201,33
15208,36
15215,31
15222,34
15229,33
15236,28
15243,34
15250,30
15257,34
15264,28
15271,33
15278,28
15285,32
15292,28
15299,29
15306,28
15313,25
15321,28
15328,25
15335,30
15342,25
